date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:46:04	34352/34352	---M--	200	added ('OK')	text/html	etag:%228630-57f952ddf0b00%22	https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/fonts/Graphik-Regular.woff2	C:/drage/bootcampjs/bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/fonts/Graphik-Regular.html	(from https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/main.css)
21:46:04	45322/45322	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2018:46:05%20GMT	https://bootcamp.lv/?page_id=355	C:/drage/bootcampjs/bootcamp.lv/index074f.html	(from https://bootcamp.lv/)
21:46:04	46044/46044	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2018:46:05%20GMT	https://bootcamp.lv/?page_id=357	C:/drage/bootcampjs/bootcamp.lv/indexecec.html	(from https://bootcamp.lv/)
21:46:04	46928/46928	---M--	200	added ('OK')	application/font-woff	etag:%22b750-57f952ddf0b00%22	https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/fonts/Graphik-Regular.woff	C:/drage/bootcampjs/bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/fonts/Graphik-Regular.woff	(from https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/main.css)
21:46:05	36932/36932	---M--	200	added ('OK')	text/html	etag:%229044-57f952ddf0b00%22	https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/fonts/Graphik-Bold.woff2	C:/drage/bootcampjs/bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/fonts/Graphik-Bold.html	(from https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/main.css)
21:46:05	50076/50076	---M--	200	added ('OK')	application/font-woff	etag:%22c39c-57f952dc08680%22	https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/fonts/Graphik-Bold.woff	C:/drage/bootcampjs/bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/fonts/Graphik-Bold.woff	(from https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/main.css)
21:46:05	37012/37012	---M--	200	added ('OK')	text/html	etag:%229094-57f952dc08680%22	https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/fonts/Graphik-Black.woff2	C:/drage/bootcampjs/bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/fonts/Graphik-Black.html	(from https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/main.css)
21:46:05	49948/49948	---M--	200	added ('OK')	application/font-woff	etag:%22c31c-57f952da20200%22	https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/fonts/Graphik-Black.woff	C:/drage/bootcampjs/bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/fonts/Graphik-Black.woff	(from https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/main.css)
21:46:05	213/213	---M--	200	added ('OK')	image/svg+xml	etag:%22d5-57f952ddf0b00%22	https://bootcamp.lv/wp-content/themes/accenture-bootcamp/images/accenture-arrow--thin.svg	C:/drage/bootcampjs/bootcamp.lv/wp-content/themes/accenture-bootcamp/images/accenture-arrow--thin.svg	(from https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/main.css)
21:46:06	421/421	---M--	200	added ('OK')	image/svg+xml	etag:%221a5-57f952ddf0b00%22	https://bootcamp.lv/wp-content/themes/accenture-bootcamp/images/dropdown.svg	C:/drage/bootcampjs/bootcamp.lv/wp-content/themes/accenture-bootcamp/images/dropdown.svg	(from https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/main.css)
21:46:06	143/143	---M--	200	added ('OK')	image/svg+xml	etag:%228f-5801ccd752780%22	https://bootcamp.lv/wp-content/themes/accenture-bootcamp/images/plus.svg	C:/drage/bootcampjs/bootcamp.lv/wp-content/themes/accenture-bootcamp/images/plus.svg	(from https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/main.css)
21:46:06	239/239	---M--	200	added ('OK')	image/svg+xml	etag:%22ef-57f952ddf0b00%22	https://bootcamp.lv/wp-content/themes/accenture-bootcamp/images/accenture-arrow--outline.svg	C:/drage/bootcampjs/bootcamp.lv/wp-content/themes/accenture-bootcamp/images/accenture-arrow--outline.svg	(from https://bootcamp.lv/wp-content/themes/accenture-bootcamp/styles/main.css)
21:46:06	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jul%202020%2018:46:07%20GMT	https://bootcamp.lv/POST	C:/drage/bootcampjs/bootcamp.lv/POST	(from https://connect.facebook.net/en_US/fbevents.js)
21:46:08	27504/27504	---M-Z	200	added ('OK')	application/rss+xml	etag:%22ec391dc7604ee9c5c288925e8b22f1d4-gzip%22	https://bootcamp.lv/?post_type=course&feed=rss2	C:/drage/bootcampjs/bootcamp.lv/indexc637.html	(from https://bootcamp.lv/?post_type=course)
21:46:09	45724/45724	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2018:46:08%20GMT	https://bootcamp.lv/?course=new-robotics-and-virtual-agents-bootcamp	C:/drage/bootcampjs/bootcamp.lv/indexece6.html	(from https://bootcamp.lv/?post_type=course)
21:46:09	44273/44273	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2018:46:08%20GMT	https://bootcamp.lv/?course=microsoft-net	C:/drage/bootcampjs/bootcamp.lv/indexd211.html	(from https://bootcamp.lv/?post_type=course)
21:46:09	50753/50753	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2018:46:08%20GMT	https://bootcamp.lv/?course=sdx	C:/drage/bootcampjs/bootcamp.lv/index0ea7.html	(from https://bootcamp.lv/?post_type=course)
21:46:09	841/841	---M--	200	added ('OK')	application/json	date:Fri,%2010%20Jul%202020%2018:46:10%20GMT	https://bootcamp.lv/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fbootcamp.lv%2F%3Fpage_id%3D73	C:/drage/bootcampjs/bootcamp.lv/index1d7b.json	(from https://bootcamp.lv/?page_id=73)
21:46:09	46598/46598	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2018:46:10%20GMT	https://bootcamp.lv/?course=big-data-august	C:/drage/bootcampjs/bootcamp.lv/index9760.html	(from https://bootcamp.lv/?post_type=course)
21:46:09	45676/45676	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2018:46:10%20GMT	https://bootcamp.lv/?course=java-software-engineering-august-2	C:/drage/bootcampjs/bootcamp.lv/indexf6a3.html	(from https://bootcamp.lv/?post_type=course)
21:46:09	2452/2452	---M-Z	200	added ('OK')	text/xml	date:Fri,%2010%20Jul%202020%2018:46:10%20GMT	https://bootcamp.lv/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fbootcamp.lv%2F%3Fpage_id%3D73&format=xml	C:/drage/bootcampjs/bootcamp.lv/indexf16f.php	(from https://bootcamp.lv/?page_id=73)
21:46:11	47412/47412	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2018:46:10%20GMT	https://bootcamp.lv/?course=devops-cloud-engineering-bootcamp	C:/drage/bootcampjs/bootcamp.lv/index0225.html	(from https://bootcamp.lv/?post_type=course)
21:46:11	45446/45446	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2018:46:10%20GMT	https://bootcamp.lv/?course=pm-assistant-3	C:/drage/bootcampjs/bootcamp.lv/index49da.html	(from https://bootcamp.lv/?post_type=course)
21:46:11	45396/45396	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2018:46:11%20GMT	https://bootcamp.lv/?course=data-management-bootcamp	C:/drage/bootcampjs/bootcamp.lv/index8266.html	(from https://bootcamp.lv/?post_type=course)
21:46:11	352380/352380	---M--	200	added ('OK')	image/jpeg	etag:%225607c-57fa19dd2ede3%22	https://bootcamp.lv/wp-content/uploads/2019/01/Meitene.jpg	C:/drage/bootcampjs/bootcamp.lv/wp-content/uploads/2019/01/Meitene.jpg	(from https://bootcamp.lv/?page_id=73)
21:46:12	851/851	---M--	200	added ('OK')	application/json	date:Fri,%2010%20Jul%202020%2018:46:12%20GMT	https://bootcamp.lv/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fbootcamp.lv%2F%3Fpage_id%3D334	C:/drage/bootcampjs/bootcamp.lv/index313c.json	(from https://bootcamp.lv/?page_id=334)
21:46:12	45569/45569	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2018:46:12%20GMT	https://bootcamp.lv/?course=sap-business-data-management-and-migration-july	C:/drage/bootcampjs/bootcamp.lv/index2070.html	(from https://bootcamp.lv/?post_type=course)
21:46:12	9102/9102	---M-Z	200	added ('OK')	application/rss+xml	etag:%22ec391dc7604ee9c5c288925e8b22f1d4-gzip%22	https://bootcamp.lv/?feed=rss2&type=programming	C:/drage/bootcampjs/bootcamp.lv/index3ad6.html	(from https://bootcamp.lv/?type=programming)
21:46:12	12317/12317	---M-Z	200	added ('OK')	application/rss+xml	etag:%22ec391dc7604ee9c5c288925e8b22f1d4-gzip%22	https://bootcamp.lv/?feed=rss2&type=programming-and-consulting	C:/drage/bootcampjs/bootcamp.lv/index1cc8.html	(from https://bootcamp.lv/?type=programming-and-consulting)
21:46:12	2462/2462	---M-Z	200	added ('OK')	text/xml	date:Fri,%2010%20Jul%202020%2018:46:13%20GMT	https://bootcamp.lv/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fbootcamp.lv%2F%3Fpage_id%3D334&format=xml	C:/drage/bootcampjs/bootcamp.lv/index27d8.php	(from https://bootcamp.lv/?page_id=334)
21:46:13	7755/7755	---M-Z	200	added ('OK')	application/rss+xml	etag:%22ec391dc7604ee9c5c288925e8b22f1d4-gzip%22	https://bootcamp.lv/?feed=rss2&type=consulting	C:/drage/bootcampjs/bootcamp.lv/indexef66.html	(from https://bootcamp.lv/?type=consulting)
21:46:13	163368/163368	---M--	200	added ('OK')	image/jpeg	etag:%2227e28-57fa1b60af4b4%22	https://bootcamp.lv/wp-content/uploads/2019/01/peldetajs.jpg	C:/drage/bootcampjs/bootcamp.lv/wp-content/uploads/2019/01/peldetajs.jpg	(from https://bootcamp.lv/?page_id=334)
21:46:13	44851/44851	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2018:46:12%20GMT	https://bootcamp.lv/?course=oracle-financials-consultant	C:/drage/bootcampjs/bootcamp.lv/indexd45a.html	(from https://bootcamp.lv/?post_type=course)
21:46:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Jul%202020%2018:46:14%20GMT	https://bootcamp.lv/?p=73	C:/drage/bootcampjs/bootcamp.lv/index8cae.html	(from https://bootcamp.lv/?page_id=73)
21:46:14	846/846	---M--	200	added ('OK')	application/json	date:Fri,%2010%20Jul%202020%2018:46:14%20GMT	https://bootcamp.lv/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fbootcamp.lv%2F%3Fpage_id%3D345	C:/drage/bootcampjs/bootcamp.lv/index2e3e.json	(from https://bootcamp.lv/?page_id=345)
21:46:14	2457/2457	---M-Z	200	added ('OK')	text/xml	date:Fri,%2010%20Jul%202020%2018:46:15%20GMT	https://bootcamp.lv/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fbootcamp.lv%2F%3Fpage_id%3D345&format=xml	C:/drage/bootcampjs/bootcamp.lv/index46e1.php	(from https://bootcamp.lv/?page_id=345)
21:46:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Jul%202020%2018:46:14%20GMT	https://bootcamp.lv/?p=334	C:/drage/bootcampjs/bootcamp.lv/indexd06c.html	(from https://bootcamp.lv/?page_id=334)
21:46:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Jul%202020%2018:46:15%20GMT	https://bootcamp.lv/?p=345	C:/drage/bootcampjs/bootcamp.lv/index50ca.html	(from https://bootcamp.lv/?page_id=345)
21:46:14	534269/534269	---M--	200	added ('OK')	image/jpeg	etag:%22826fd-57fa28c4d8465%22	https://bootcamp.lv/wp-content/uploads/2019/01/pica.jpg	C:/drage/bootcampjs/bootcamp.lv/wp-content/uploads/2019/01/pica.jpg	(from https://bootcamp.lv/?page_id=345)
21:46:14	717/717	---M--	200	added ('OK')	application/json	date:Fri,%2010%20Jul%202020%2018:46:15%20GMT	https://bootcamp.lv/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fbootcamp.lv%2F%3Fpage_id%3D349	C:/drage/bootcampjs/bootcamp.lv/index7105.json	(from https://bootcamp.lv/?page_id=349)
21:46:15	2290/2290	---M-Z	200	added ('OK')	text/xml	date:Fri,%2010%20Jul%202020%2018:46:15%20GMT	https://bootcamp.lv/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fbootcamp.lv%2F%3Fpage_id%3D349&format=xml	C:/drage/bootcampjs/bootcamp.lv/index452c.php	(from https://bootcamp.lv/?page_id=349)
21:46:15	774/774	---M--	200	added ('OK')	application/json	date:Fri,%2010%20Jul%202020%2018:46:16%20GMT	https://bootcamp.lv/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fbootcamp.lv%2F%3Fpage_id%3D353	C:/drage/bootcampjs/bootcamp.lv/indexe9ea.json	(from https://bootcamp.lv/?page_id=353)
21:46:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Jul%202020%2018:46:15%20GMT	https://bootcamp.lv/?p=349	C:/drage/bootcampjs/bootcamp.lv/index601c.html	(from https://bootcamp.lv/?page_id=349)
21:46:15	2347/2347	---M-Z	200	added ('OK')	text/xml	date:Fri,%2010%20Jul%202020%2018:46:16%20GMT	https://bootcamp.lv/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fbootcamp.lv%2F%3Fpage_id%3D353&format=xml	C:/drage/bootcampjs/bootcamp.lv/index8213.php	(from https://bootcamp.lv/?page_id=353)
21:46:15	747/747	---M--	200	added ('OK')	application/json	date:Fri,%2010%20Jul%202020%2018:46:16%20GMT	https://bootcamp.lv/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fbootcamp.lv%2F%3Fpage_id%3D355	C:/drage/bootcampjs/bootcamp.lv/indexb7e9.json	(from https://bootcamp.lv/?page_id=355)
21:46:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Jul%202020%2018:46:16%20GMT	https://bootcamp.lv/?p=353	C:/drage/bootcampjs/bootcamp.lv/indexbc6e.html	(from https://bootcamp.lv/?page_id=353)
21:46:16	2320/2320	---M-Z	200	added ('OK')	text/xml	date:Fri,%2010%20Jul%202020%2018:46:16%20GMT	https://bootcamp.lv/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fbootcamp.lv%2F%3Fpage_id%3D355&format=xml	C:/drage/bootcampjs/bootcamp.lv/indexa086.php	(from https://bootcamp.lv/?page_id=355)
21:46:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Jul%202020%2018:46:16%20GMT	https://bootcamp.lv/?p=355	C:/drage/bootcampjs/bootcamp.lv/indexc9bf.html	(from https://bootcamp.lv/?page_id=355)
